SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
30,DC:A6:32:55:B6:94,2020-07-26 14:32:07.084228,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-63
31,DC:A6:32:55:B6:94,2020-07-26 14:32:08.055396,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
32,DC:A6:32:55:B6:94,2020-07-26 14:32:10.060375,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
33,DC:A6:32:55:B6:94,2020-07-26 14:32:12.065372,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
34,DC:A6:32:55:B6:94,2020-07-26 14:32:14.070452,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
35,DC:A6:32:55:B6:94,2020-07-26 14:32:16.075407,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-61
36,DC:A6:32:55:B6:94,2020-07-26 14:32:18.080581,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
37,DC:A6:32:55:B6:94,2020-07-26 14:32:20.085502,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-54
38,DC:A6:32:55:B6:94,2020-07-26 14:32:22.090513,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-54
39,DC:A6:32:55:B6:94,2020-07-26 14:32:24.095508,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-54
40,DC:A6:32:55:B6:94,2020-07-26 14:32:26.100536,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-61
41,DC:A6:32:55:B6:94,2020-07-26 14:32:28.105598,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
42,DC:A6:32:55:B6:94,2020-07-26 14:32:30.110560,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-61
